batch,index,path,track,lines,severity,tags,action,optimization_impact,finding,recommendation,validation
1,36,College/Calendar/AddCalendarItemOverlaySizing.swift,A-runtime-critical-app,17,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,37,College/Calendar/AddTaskOverlay.swift,A-runtime-critical-app,1335,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,38,College/Calendar/AppleCalendarIntegration.swift,A-runtime-critical-app,132,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,39,College/Calendar/CalendarCacheEngine.swift,A-runtime-critical-app,332,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,40,College/Calendar/CalendarCourseLinker.swift,A-runtime-critical-app,212,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,41,College/Calendar/CalendarEditorNotifications.swift,A-runtime-critical-app,6,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,42,College/Calendar/CalendarIntegrationManager.swift,A-runtime-critical-app,5047,High,god-object;global-state;duplicate-implementation,refactor;test-first,High,Monolithic provider sync/auth/conflict/persistence orchestration.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,43,College/Calendar/CalendarReminderScheduler.swift,A-runtime-critical-app,206,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,44,College/Calendar/CalendarTimeZonePreference.swift,A-runtime-critical-app,89,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,45,College/Calendar/CalendarView.swift,A-runtime-critical-app,2910,Medium-High,recomposition-pressure,optimize;refactor,High,Many triggers can rebuild calendar caches/snapshots.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,46,College/Calendar/EventColorOverrides.swift,A-runtime-critical-app,29,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,47,College/Calendar/NewEventModal.swift,A-runtime-critical-app,390,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,48,College/CalendarBottomPill.swift,B-app-feature,257,Medium,dead-code-candidate;duplicate-implementation,delete,Low,High-confidence likely unused file candidate.,"Verify references/dynamic use, then remove in cleanup wave.",Build College scheme; run relevant tests/smoke path.
1,49,College/CalendarTopPill.swift,B-app-feature,410,Medium,dead-code-candidate;duplicate-implementation,delete,Low,High-confidence likely unused file candidate.,"Verify references/dynamic use, then remove in cleanup wave.",Build College scheme; run relevant tests/smoke path.
1,50,College/Catalog/CatalogModels.swift,A-runtime-critical-app,692,Medium,legacy-data,refactor;test-first,Medium,Legacy requirement fields coexist with newer model.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,51,College/Catalog/CatalogParsing/PrerequisitePromptBuilder.swift,A-runtime-critical-app,129,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,52,College/Catalog/CatalogPrerequisiteValidator.swift,A-runtime-critical-app,189,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,53,College/Catalog/ModernCampusAPI.swift,A-runtime-critical-app,71,Medium,legacy-api,monitor;delete,Low,Compatibility shim after API rename.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,54,College/Catalog/ModernCampusCatalogLabels.swift,A-runtime-critical-app,119,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,55,College/Catalog/ModernCampusEngine.swift,A-runtime-critical-app,2549,Medium-High,duplicate-implementation;n-plus-one,optimize;refactor,High,Catalog scraping/parsing hot path.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,56,College/Catalog/SchoolScrapers/ModernCampusSchoolScrapers.swift,A-runtime-critical-app,5,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,57,College/Catalog/SchoolScrapers/SchoolScraper.swift,A-runtime-critical-app,6,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,58,College/Catalog/SchoolScrapers/StonyBrookUniversityScraper.swift,A-runtime-critical-app,4,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,59,College/Catalog/SchoolScrapers/UniversityAtBuffaloScraper.swift,A-runtime-critical-app,5,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,60,College/Catalog/UniversalCatalogScraper.swift,A-runtime-critical-app,3375,Medium-High,duplicate-implementation;n-plus-one,optimize;refactor,High,Catalog scraping/parsing overlap with ModernCampusEngine.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,61,College/Catalog/UniversitySearchView.swift,A-runtime-critical-app,477,Medium,dead-code-candidate,delete,Low,High-confidence likely unused file candidate.,"Verify references/dynamic use, then remove in cleanup wave.",Build College scheme; run relevant tests/smoke path.
1,62,College/Catalog/WebScraperService.swift,A-runtime-critical-app,422,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,63,College/ConfigureBachelorsView.swift,B-app-feature,291,Medium,dead-code-candidate,delete,Low,High-confidence likely unused file candidate.,"Verify references/dynamic use, then remove in cleanup wave.",Build College scheme; run relevant tests/smoke path.
1,64,College/ConfigureMastersView.swift,B-app-feature,243,Medium,dead-code-candidate,delete,Low,High-confidence likely unused file candidate.,"Verify references/dynamic use, then remove in cleanup wave.",Build College scheme; run relevant tests/smoke path.
1,65,College/ConfigurePhdView.swift,B-app-feature,245,Medium,dead-code-candidate,delete,Low,High-confidence likely unused file candidate.,"Verify references/dynamic use, then remove in cleanup wave.",Build College scheme; run relevant tests/smoke path.
1,66,College/Core/MLXGlobalErrorHandler.swift,B-app-feature,34,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,67,College/Core/SheetDismissOnOutsideClick.swift,B-app-feature,93,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,68,College/CoreData/AppBackupManager.swift,A-runtime-critical-app,273,Medium,legacy-data,monitor;test-first,Low,Legacy plaintext backup support retained.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,69,College/CoreData/CoreDataManager.swift,A-runtime-critical-app,10082,High,god-object;legacy-data;n-plus-one;main-thread-work,refactor;optimize;test-first,Critical,Central data god object; repeated fetch/import paths; sync IO/decrypt concerns.,"Add tests, then refactor and optimize in isolated wave.",Build College scheme; run relevant tests/smoke path.
1,70,College/CoreData/Models.swift,A-runtime-critical-app,249,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,71,College/CoreData/PersistenceController.swift,A-runtime-critical-app,171,Medium,legacy-data,monitor;test-first,Medium,Legacy store migration path still active.,Follow action class in rubric; validate with build/tests.,Build College scheme; run relevant tests/smoke path.
1,72,College/CoreData/ProfileEntity+Extensions.swift,A-runtime-critical-app,21,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,73,College/CoreData/StringNormalization.swift,A-runtime-critical-app,26,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,74,College/Courses/AddCourseView.swift,B-app-feature,506,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,75,College/Courses/AddSemesterView.swift,B-app-feature,158,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,76,College/Courses/CourseCatalogEntity+Display.swift,B-app-feature,16,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,77,College/Courses/CourseCatalogManagerView.swift,B-app-feature,155,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,78,College/Courses/CourseCatalogService.swift,B-app-feature,54,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,79,College/Courses/CourseDashboardView.swift,B-app-feature,2499,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,80,College/Courses/CourseSearchView.swift,B-app-feature,403,High,main-thread-work;n-plus-one,optimize,High,Interactive search can trigger heavy backfill/query behavior.,"Measure baseline, move heavy work off hot path, and validate with build/tests.",Build College scheme; run relevant tests/smoke path.
1,81,College/Courses/EditCourseDetailsView.swift,B-app-feature,1106,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,82,College/Courses/GPACalculatorPopoverView.swift,B-app-feature,409,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,83,College/Courses/GenEdAddCourseModal.swift,B-app-feature,463,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,84,College/Debug/AppLogger.swift,B-app-feature,545,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,85,College/Debug/AppLogsView.swift,B-app-feature,367,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,86,College/Debug/CrashReportStore.swift,B-app-feature,207,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,87,College/Debug/CrashSignalHandler.swift,B-app-feature,66,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,88,College/Debug/DebugLogModifiers.swift,B-app-feature,39,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,89,College/Debug/DebugLogger.swift,B-app-feature,237,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,90,College/Debug/ErrorReportView.swift,B-app-feature,332,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,91,College/Debug/GoogleDebugLog.swift,B-app-feature,58,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,92,College/Debug/PerformanceMonitor.swift,B-app-feature,74,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,93,College/Debug/RuntimeTelemetryMonitor.swift,B-app-feature,244,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,94,College/Debug/UncaughtExceptionLogger.swift,B-app-feature,32,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,95,College/Debug/UnlockDebugLog.swift,B-app-feature,235,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,96,College/Degree/DegreeConfiguration.swift,B-app-feature,201,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,97,College/Degree/DegreeView.swift,B-app-feature,1057,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,98,College/Degree/GraduationValidator.swift,B-app-feature,465,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,99,College/Degree/PrerequisiteValidator.swift,B-app-feature,267,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,100,College/DegreeSettingsView.swift,B-app-feature,142,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,101,College/DesignSystem/AppNavBar.swift,B-app-feature,226,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,102,College/DesignSystem/AppPageHeader.swift,B-app-feature,162,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,103,College/DesignSystem/AutoGrowingTextEditor.swift,B-app-feature,88,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,104,College/DesignSystem/DashboardHints.swift,B-app-feature,75,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,105,College/DesignSystem/DesignSystem.swift,B-app-feature,130,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,106,College/DesignSystem/ToolbarMetrics.swift,B-app-feature,9,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,107,College/DesignSystem/UnifiedActionHeader.swift,B-app-feature,144,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,108,College/Documents/DocumentsView.swift,B-app-feature,2391,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,109,College/Intelligence/AIAssistantAcademicTools.swift,B-app-feature,796,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,110,College/Intelligence/AIAssistantFinancialTools.swift,B-app-feature,313,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,111,College/Intelligence/AIAssistantService.swift,B-app-feature,950,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,112,College/Intelligence/AIAssistantSystemTools.swift,B-app-feature,494,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,113,College/Intelligence/AIAssistantToolRouter.swift,B-app-feature,646,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,114,College/Intelligence/AIAssistantTools.swift,B-app-feature,688,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,115,College/Intelligence/AIAssistantView.swift,B-app-feature,3532,Medium-High,recomposition-pressure;god-object,refactor;optimize;test-first,Medium,Large SwiftUI surface with broad state/persistence reactions.,"Add tests, then refactor and optimize in isolated wave.",Build College scheme; run relevant tests/smoke path.
1,116,College/Intelligence/AIAssistantViewModel.swift,B-app-feature,36,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,117,College/Intelligence/AssistantArithmeticExpression.swift,B-app-feature,45,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,118,College/Intelligence/AssistantAttachmentIngestor.swift,B-app-feature,279,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,119,College/Intelligence/AssistantContextBudget.swift,B-app-feature,77,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,120,College/Intelligence/AssistantConversationMemory.swift,B-app-feature,67,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,121,College/Intelligence/AssistantFinancialAidPolicy.swift,B-app-feature,222,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,122,College/Intelligence/AssistantIntentSemantics.swift,B-app-feature,353,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,123,College/Intelligence/AssistantLogRedactor.swift,B-app-feature,31,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
1,124,College/Intelligence/AssistantPolicyEvidence.swift,B-app-feature,386,Low,none,monitor,Low,No notable legacy/performance finding in current audit pass.,Retain for now; add owner/removal criteria if compatibility-related.,Build College scheme; run relevant tests/smoke path.
